,noise_scale_00,noise_scale_01,noise_scale_02,noise_scale_03,noise_scale_04,noise_scale_05,noise_scale_06,noise_scale_07,noise_scale_08,noise_scale_09
15,-0.8889913341007071,-0.9125332280663236,-0.8958180937655263,-0.6913608621911214,-0.7242076472006616,-0.29508453868670925,-2.4532575462893034,-0.13741675835270573,-0.21667773483004338,-1.2264897210892343
16,-0.9117388938357717,-0.7369693096013161,-0.9226011913148865,-1.238736360020178,-0.5101656587706064,-1.0362143339133751,0.0074704439282990975,-2.395288664577421,0.3779984648222877,0.9822408261609489
17,-0.9319874406370259,-0.9142159176373147,-1.1366805955811008,-1.2535107067919726,-1.5261444652984217,-0.29358140152307977,-1.8161398621315845,-0.3827510786374605,-0.7499467867963531,-0.208505002434202
18,-0.9496814746451467,-0.7781966684527901,-0.7626275093746111,-0.7226578527944176,-1.128194591715178,-1.4216711942461382,-0.7646153211375277,-1.1653355955613314,-1.6954578994922889,-0.0714225422336604
19,-0.9647724977428151,-0.9387390108714433,-0.7888618835447316,-0.1857686233464304,-0.9034259925228316,-0.9078967050662514,-1.4732978221813462,-0.9000202161222062,-0.07680656324251456,-1.4580928888980087
20,-0.9772191464846844,-0.9977664057583177,-0.9718134357913913,-1.1198432510739411,-0.7335237129271215,-1.171789255358067,-1.4247875579282796,-0.3435527033816943,-1.4735256686374716,-1.8383247337641628
21,-0.9869873054717093,-0.9390636283583147,-0.8521158933435685,-0.9369168137313949,-0.6316218119760105,-0.40949695529715946,-1.0375128126272986,0.6331953788973366,-1.1667096618254806,-1.412782997498459
22,-0.9940502008590827,-1.0695683817875516,-0.7885172059558927,-0.9387687585649848,-1.063941903806573,-0.8750879181718769,-0.8261251598289815,-2.3123192891858366,-2.365910959206465,-0.2071862220953854
23,-0.9983884737414834,-1.081392871763917,-0.8895631150586117,-1.1027113334520013,-1.4005871268178511,-0.8175204981371067,-0.534855097579856,0.4008516660008785,-1.3989820543050748,-1.5896325919662364
24,-0.9999902332144908,-1.0946659134193064,-1.3100312192111536,-1.163746317134158,-1.1553187812944068,-0.21954704380188028,-0.969046674432862,-0.6140585150971876,0.5408274251557583,-1.6109644548359867
25,-0.998851088966726,-0.9306584911933692,-1.2799277594553653,-0.596300707834353,-0.44181196268658507,-2.2598240545748336,-1.2199206182421203,-1.0698014162786247,-1.3442086149598589,-1.5924779845187067
26,-0.9949741633133914,-0.9232903026696202,-1.1807820177425068,-0.7301055075570386,-0.5658005393469704,-1.305388935856111,-0.3401941743998924,-0.2219013589870803,-2.0654527832497545,0.6369927888061281
27,-0.9883700826382208,-1.0398210917389554,-0.6085010297592411,-0.8308203249593797,-0.7001602323380359,-0.41774598381790806,-0.8525578814147708,-1.5263772094484214,-0.7287400748477364,-1.2207635766724592
28,-0.9790569482673009,-0.9100417395772284,-1.0199364750792035,-1.009505245593337,-1.0702551011852213,-1.3657568608502209,-0.4918791868642233,-0.704112046499932,-2.2735446918353563,-0.16258642769605824
29,-0.9670602868545944,-0.748870336512713,-0.8502262534287083,-1.1030472497190102,-1.1279868895538205,-1.2802235285695869,-0.6987248235301058,-1.2814279891100104,-0.7593870749540145,0.05960034846693951
30,-0.9524129804151558,-0.8015748428802834,-1.0851056711008285,-0.8004567410835919,-0.8003754707679513,-2.075095764759527,-1.2877003897882147,-1.5326826626269514,-1.023563378391106,0.1443294422333361
31,-0.9351551761978137,-0.8893871517166517,-1.0305740350774675,-0.6868671512553632,-1.1086650703622944,-1.7812714456434897,-0.2103257539615595,-2.403713095551674,-1.3748593492736214,1.5029748702881482
32,-0.9153341766443528,-0.928420395870406,-1.1362219001027984,-0.25205309249050134,-0.6459222125812012,-1.7286565830237113,-0.5243070487373105,-0.3252009928059112,-1.933176561303608,-0.4718525611623404
33,-0.8930043097368082,-0.8557821710659913,-1.0232465518864973,-0.9208660073909106,-1.7481231159047868,-1.8131517512047508,-0.8022521452359825,-0.41316697548250103,-3.1845313414000547,-0.7188311927187465
34,-0.8682267800882434,-0.856781245879388,-0.6611244198954089,-0.4696883197981536,-1.0590056266550967,-1.0526154935189391,-1.1150820403332395,-0.4692726298142206,-1.574750157414171,-1.1896120402723276
35,-0.8410695011851603,-0.8957463804340844,-0.9599011549975383,-1.5183031469961366,0.11267963361861022,-0.7664241416946528,-0.4688879758753816,-0.6721995855422334,-0.6189795596391711,0.5543027636458224
36,-0.811606909241357,-0.7944012395373544,-0.8386027294622767,-0.8528652106627277,-0.7383532868179106,-1.6523273416798028,-0.7908209758286858,-1.595156384772257,-2.2037731820050013,-1.285818903092057
37,-0.7799197591734239,-0.9629524917223945,-0.9620842030789364,-0.7115750597059345,-0.9707251395452019,-0.154352084028632,-1.108120142593811,-0.6185419708482074,-0.8875541829972623,-0.1316894021924937
38,-0.7460949032571542,-0.936497815652177,-0.8174284466074395,-0.7127557050335331,-0.4702539528518409,-1.0130701955358983,-0.9420088188204847,-1.2710570716801315,-0.961348171576477,-0.6600009448266662
39,-0.7102250530714774,-0.6490833129508298,-1.109747725706392,-0.5940484107183083,-1.0330022269137258,-1.2691881515971408,-0.519522031435404,0.8964711638447102,-0.6802398932250565,-1.287146661706481
40,-0.6724085253824699,-0.7643094698102411,-0.7381658042244468,-0.670861220932156,-0.5094111014579146,0.3754280343757832,-1.299880061032299,-0.6696222437677374,1.0555314657391976,-1.722045688360066
41,-0.6327489726639325,-0.836787649103761,-0.7003721821998443,-1.0477525175719131,-0.2360562779404169,-0.8912996221143975,-0.1740458918012584,0.37628020427016373,-1.4950312318188748,-0.38693891014117965
42,-0.5913550989931651,-0.6481855129433691,-0.6480898333239561,-0.257997169523743,-0.6674606149025657,-1.1490774791471203,-1.207796805700892,-0.5836564093052179,0.47112213346394016,0.15111950209908875
43,-0.5483403621006463,-0.5686915931236678,-0.743390968206406,-0.2731595099522021,-0.4640671517499394,-0.28972269110606896,-0.2492205893034793,-0.14909639499550492,0.01816504982310785,-0.15261043154598342
44,-0.5038226623902808,-0.4397575242762233,-0.5361594137096855,0.19221089924121182,-0.4457393688307117,-0.9675163627377774,0.008423963020225411,-0.9225321498817011,-0.9958625537388561,-0.505471723157857
45,-0.45792401978258757,-0.6205430975184311,-0.5955348190585498,-0.3858157527240099,-0.5500388361619297,-0.46078392767784804,-0.9488028646753012,-0.025064685145872345,-1.3609143210130545,0.7325913627130385
46,-0.4107702392665785,-0.2611138426195402,-0.5477590908395042,-0.6642065865951785,-0.4383650039873956,-1.2975515351318017,-0.9617964597005982,-0.7967014981195943,-0.8638472619101726,1.05594497414915
47,-0.36249056607702906,-0.2917689606219451,-0.5867729632722283,0.17383191137586457,-0.5499996049509157,-1.4268703569647376,0.5749044437725761,0.10009328949780971,-0.3137374491799237,-0.9685264288356215
48,-0.3132173314422727,-0.2770474294066109,-0.1972344668531144,-0.14967402365239074,-0.7049802472355958,-0.11448386085942028,-0.14731641975183646,-0.6859865803039631,-0.8242081439753146,-0.8473892682949429
49,-0.2630855898735029,-0.33399801547503294,-0.11835082641397532,-0.17795822235933778,-0.34840524414098306,-0.018783364379973216,0.8482045019187892,-0.07111978999321214,-0.3242410444310105,-0.48797141800616783
50,-0.2122327489897449,-0.12939986552481914,0.05917891219555718,-0.01945646665709,-0.4088095985603293,0.49508223558819,-0.5963715052992721,-1.221230128055486,0.3318508658976055,-0.11019879323312548
51,-0.16079819289312355,-0.22149978055662578,-0.026390277405086454,-0.1906974911341452,-0.2296073463466441,1.2288509984276064,0.23203312351459562,-0.4313153628495344,1.0404594490813064,-0.46985558063762123
52,-0.10892290012672746,0.0005033222396915726,-0.014497536004326364,-0.36383197682522295,-0.14737477275044236,0.28738155391588227,0.2225213563162594,0.13516428518273355,1.1664712805686597,-0.14665786646342865
53,-0.056749057262221986,-0.07997807003546907,-0.06996468102604887,-0.17658766359528935,0.09108032940720989,-0.7497020959006174,0.26499096562196844,0.19476830338000908,0.6291469863701702,-0.048227974528948905
54,-0.004419669176339354,-0.06594657817480379,-0.06035285726827285,0.31284191635737074,0.14188900540148133,-0.014148323957108244,0.5444390562781166,-0.05642228691577504,0.2191201791773247,0.8583667199489179
55,0.04792183291554818,0.11949074381561925,0.10663005409609566,0.27718672129531974,-0.29823694478659185,0.08987575736607947,-0.26998388725961414,0.4627660744483382,0.2598685918921988,0.4954747679468684
56,0.10013198459441996,-0.04050742400554416,-0.09650389756337158,0.2609379628446735,0.2737202474668753,0.050672025352746966,-0.2516650234334016,-0.7902574520247462,0.23641221142991095,-0.6287142742727455
57,0.15206768146360736,0.257556061587281,-0.00779955665504925,0.7004000554117187,0.03467779092287396,-0.21908667104840732,0.10699387974551934,-0.5757272363017129,-0.16630286492325821,-0.3269022099412564
58,0.20358657138799793,0.353374647093848,0.28561910179309646,0.2951821121460028,-0.2027922053185026,0.7282555401157947,0.42055398541052347,0.5637671726561777,-0.15313656777073179,-0.08992782390286161
59,0.25454744467133616,0.25478709463803295,0.01922576523512115,0.38467671140002957,0.3377787954355548,-0.6515944611683837,-0.7543439219648352,0.09492646114166223,1.0350596093017566,0.11930184433852634
60,0.30481062110221996,0.5164748428953762,0.27911142365301844,0.037037302074364176,0.7512685278171352,0.04714102669934206,0.546384935091309,0.2786005285057335,-0.05678629820629555,1.3044225589263407
61,0.35423833280777556,0.4257878657615115,0.36127683513121867,0.3194937398553711,0.00276112668381584,-0.21136748740096406,0.5125720072491948,0.406365054301002,-0.768770974000289,0.6833909099710593
62,0.4026951018659164,0.40533110144852735,0.1591019580192666,0.22461915059577503,0.14673167380891688,-0.14512585022279312,0.6052282011084694,-1.1831578626344827,0.24402693101571715,0.6274712258649784
63,0.450048111640836,0.4879539785086558,0.43884117047598814,-0.03918942755224547,0.7872593047241474,-0.027931251081180275,0.17637638859935945,1.2474412859186217,-0.361916476001772,1.10342077749828
64,0.49616757082420887,0.3306939263030504,0.4620635199002208,0.03773010027497331,1.4093206099563347,0.6740270051829229,0.17365705085702793,0.3027926951528448,-0.4576412103693281,-1.4662980130725174
65,0.5409270691841375,0.4902381212386884,0.23219458728910403,0.4337415722602878,-0.07075303408430134,0.8135410389297077,-0.4709869603582322,-0.058764282119459055,1.2338495111651886,2.017486831395564
66,0.584203924046812,0.6549374790428438,0.5732140536874435,0.599488607197738,0.9775495250425527,2.062697392845541,-0.8342062644649366,1.516053479010707,0.8225856518479615,1.2303503186941356
67,0.625879516561191,0.43999444644790153,0.5523928093824971,0.05210813712685258,0.4051870909607841,0.22562835864487552,0.6584395058786001,0.48780810894078624,-0.03883867635420446,-0.4164642285025182
68,0.6658396168250275,0.7014147172941559,0.6173304419163355,0.4534522331917519,0.3575389614511383,-0.00017801948010953694,-0.3989990278267007,1.1969363984086652,-0.340376869549872,1.6947896617974565
69,0.7039746969810909,0.7434380261245173,0.5987417814056297,0.5149543154655634,0.6415030644519295,0.6381539853752951,1.3641388368904508,-0.3858868816459924,0.9663301340668871,0.63887925838486
70,0.7401802314254105,0.866744674237634,0.7684783099927557,0.7088499927914209,0.06593444599584941,0.5786729232234451,0.392219266601407,1.4901791794568553,1.1423743163558147,0.705544929627789
71,0.7743569833046898,0.8615186572269906,0.9544554814911761,1.136452061846962,1.3136910649036249,1.6319867311790488,-0.3354953850728023,-0.27973224580288314,0.736484210986727,0.2897442186217397
72,0.8064112765176251,1.0556957171112638,0.6782994122717997,1.1628242246801654,0.6596884735211213,0.1550717994998465,-0.36580519982434756,-0.5834443735178093,0.8156782857361399,1.6185469234913215
73,0.8362552524745861,0.7735041304724696,0.8348855436540389,1.1747643367878962,0.07568319760527664,1.2210900292616071,0.6557591664211686,-0.059285970242168196,0.9876071293623497,0.262469526631426
74,0.8638071109119041,0.643295415321228,1.0226236738927565,0.7780099550319782,0.8002859998607471,0.3171842103509759,0.3669728194350611,2.5337326549578707,-0.9815346468691024,0.13017867326271015
75,0.8889913341007086,0.7652230286165272,0.9975968856130947,0.974645208156413,1.082242037448834,1.5915084351282411,0.25476174383930184,0.34412598398955796,0.9176078674702185,0.952259713061718
76,0.9117388938357731,0.9095304082268115,0.9882121023121472,0.9685094350498392,0.9065190966360853,1.055135075305427,1.2435719872731934,-0.3791648368950744,0.9648940795945884,0.23061866267058173
77,0.9319874406370271,1.0237452724253941,1.275038065696509,0.7329434199321643,1.102628948288059,1.0629276602669213,1.8339224787143464,2.304807493183802,1.3640836209750604,0.12603700268573925
78,0.9496814746451455,1.0671244773409305,0.7153913940648883,0.596974818106482,0.4307817375712466,1.5778506734806625,1.9048314396658017,-0.42736777029798756,0.1824209157481872,1.4792675191786793
79,0.964772497742816,0.9324132798506899,1.208273261176249,1.2778821075919558,1.0617151678637047,0.32054049874487045,0.9551725983614915,-0.026502490422879443,1.2185883888304803,2.024772415665413
80,0.9772191464846837,1.0952370246795515,0.8104051770677572,0.9401877492407518,0.7903302438413392,1.799945051515146,1.746782784796253,1.2512264592421074,-0.8520886711858465,0.718350345366908
81,0.9869873054717099,1.1036882152830962,0.9033527644056494,0.8839005261730278,1.0792019667688948,0.9573996760017613,1.5271460070436031,0.09901120209929404,-0.35130356671756935,2.005171276898493
82,0.9940502008590822,1.0001610723456982,1.0204201688399726,1.1345648311353227,0.5377186566717568,1.0230154662716955,1.7926248553512991,1.4343469876665378,0.47406278687857295,0.9838105164230807
83,0.9983884737414837,1.0684632417578686,1.1746916401885432,1.2655951644233145,0.7755132721625748,0.6307410791783357,0.4398888520403661,1.0882572098883452,0.9764996403123175,0.6492254334177674
84,0.9999902332144908,1.041970025621401,0.7453446849618126,1.3194164971307973,1.0268858010073743,1.7998993566723356,1.0188042221881999,1.0234580012256453,1.297311335506363,1.810680310839222
85,0.9988510889667259,1.10587011271015,1.2091632625173458,1.1342724760004268,1.6288830983863893,0.9242258101553708,0.9110773569832114,1.1798620760149414,2.377296923761498,2.3770045865097913
86,0.9949741633133917,0.9081468530850063,1.18663645607255,0.7556135610355472,-0.1007580415869973,0.3907931264411636,0.3227134195116761,0.9023131454692709,1.9090767826429234,0.8395043209922214
87,0.9883700826382202,1.0589739824447553,0.9519506101621767,0.9052467696884248,0.8476587629246665,1.0610324251499406,1.454554149125685,1.449071402000173,-0.6305627476592621,-0.40554903127110586
88,0.9790569482673016,0.9572876768224203,1.2360829916579017,1.1380293386293927,0.5421905692324105,0.8936430302001649,0.46546364977922794,2.1081193715398046,1.486194551462079,1.7303340322970917
89,0.9670602868545936,1.2149161256003265,1.155764114908787,0.6114279043475758,1.4794495915183266,0.7736699228821026,1.5955303720958975,0.4469568664643756,1.3326069578431197,0.0809728966059513
90,0.9524129804151569,0.9871274163722819,0.7665524535199515,0.8917271756006371,0.5621942967729097,0.8770164582680056,0.4596537910063659,2.3734906783146754,0.9081063402695697,0.5943574461281909
91,0.9351551761978125,0.8760232696548309,0.5575625437327536,1.0694724222588141,0.2861580280340421,-0.09940403087099892,1.5426508434535904,0.9611139303289502,1.8438465319070136,0.1335531132290264
92,0.9153341766443542,0.8539351472396994,0.9240444662076731,0.809080554202056,1.0676190340293108,0.8036765719889662,0.44088643077772083,1.2230800117291911,0.7901077223818127,1.3677673536628863
93,0.8930043097368067,0.9970842125065829,1.0565660692696353,1.1392375658157987,0.9438956860989057,1.0553180497255763,0.8161870359865708,0.8509118911061406,0.26039074702775333,2.2365188411205574
94,0.8682267800882453,1.1037856179024919,1.0662395360824635,0.532219629342589,0.4297346324437369,1.2900908450029485,1.5257218211168087,1.4315935082943079,1.365369321044654,0.9445635778337574
95,0.8410695011851662,0.8841419776489728,1.0791982807126488,1.1976817119048588,0.8764133699608949,0.007182668950109994,0.5544766665011097,1.3314276233332387,1.3181787882884362,0.8652872932883021
96,0.811606909241355,0.9039466553238801,0.9486484952307885,0.6123898843792321,0.7377383484271486,0.4772480617537542,-0.09836707111617737,0.6304483627442845,-0.17097135680345665,-0.5802447534601808
97,0.7799197591734263,0.8026411951865928,0.8344870746433235,1.0759845398453778,0.38074524397086773,0.21322255112786792,1.0945555074016013,1.2381235096584784,-0.29415420978502393,0.16385462274977824
98,0.7460949032571519,0.6135075254607745,0.9254040898223916,0.3694336786591356,1.5755145301220446,0.46780479077389797,0.9575699639899924,1.7941356722274002,1.580344666679553,-0.2708234489760305
99,0.71022505307148,0.6379637879102902,0.5735649379804693,0.44353813207982246,0.06930105504439688,-0.1559168279118225,0.19162949956050235,0.9874610080774022,0.5675498977963231,1.2718785396267471
100,0.6724085253824673,0.7955095085429225,0.6625988076371784,1.114206622686786,0.838131141071343,0.45062848806093303,1.0320929034142423,-0.4856724882821385,0.2089919036036657,0.8397211417187609
101,0.6327489726639353,0.4941222293991946,0.7588651569541051,0.68736880301445,1.894681428692347,0.031027663028028618,0.4736453534883699,1.077020218863136,0.6938003733524482,1.3607402358041585
102,0.5913550989931623,0.7235201092567696,0.36259963718940114,0.06281149276459985,1.243968442662105,0.658867290582285,1.305449826007847,0.981706519439061,-0.6381698525009002,-0.6062283384635777
103,0.5483403621006493,0.5746704174943207,0.8086208279785836,0.22631485747736912,-0.6752341955934249,-0.18076261488744916,0.7024800707832866,1.1640387761496265,0.5837449581954104,0.8913702376148228
104,0.503822662390278,0.7633172341722776,0.32168235636867015,0.11949831052467269,0.8355937392181427,1.0754903017847304,0.4779508519123575,-0.37747155925401465,-0.38400690927997805,2.18257589941501
105,0.45792401978259084,0.4362897951863728,0.36885658910099983,0.3111920487488754,0.27333593811225965,0.4131128792130062,-0.10060532115362669,0.3782163632959881,0.13083157942916862,-0.5294860209018983
106,0.4107702392665754,0.48726924625994567,0.6590768237257776,0.6058832012989579,1.1187502652199026,0.9286351436833616,0.5335871588318345,0.1359800115536598,-0.4786027969529201,1.170802974510111
107,0.36249056607703245,0.4042116502235851,0.8950257776626328,0.5884226303315526,0.3954152520029394,-0.00896067111401655,-0.06428249194216112,-0.7254617539316609,-0.7747476538272756,0.6700862979845386
108,0.3132173314422695,0.20508805463424815,0.2127966597417856,0.2548951866102567,0.8289192032066288,0.14262336560660469,0.9324959407187777,-0.6350834316314861,1.4567768866252284,-0.47725336248416317
109,0.26308558987350644,0.204446991547678,0.7141558882598376,0.2651429695596308,0.4359909661811612,-0.4490250023246138,1.2997026362473776,0.7476389383122872,0.8765253148568546,0.13171580567234425
110,0.21223274898974157,0.33483853905451877,0.10790755355671452,0.046911504480911415,0.8527143772204976,-0.11755107125829165,0.4867883753393706,-0.06402155050095107,0.7675571481160451,-1.4641214529846363
111,0.16079819289312716,0.13671429693620873,0.0465787289475226,0.09590915324311486,-0.35886835671294137,-0.09779022505984411,-0.2342543705494726,-0.325687731238254,-0.3322672260807499,0.4623624771421738
112,0.10892290012672405,-0.04534452931561479,0.028280492203820715,-0.2984287136718492,-0.6121807119455802,0.3394430612744633,0.8267181380713537,0.15381871319703722,0.8677539466586527,1.449680935563897
113,0.05674905726222565,0.1934451104785578,0.2940149577847298,-0.335800567182832,0.5006805306855274,1.0096056489467908,-0.9881725595306471,0.22670980949548836,0.477872271040646,1.306162528257583
114,0.0044196691763359235,-0.03360565156161373,-0.10179927688900091,0.15405776924316655,0.29215534670455556,0.26476661884210123,-0.48031534060183473,0.8034663116829655,1.4993003427681648,-0.03930982008250393
115,-0.04792183291554451,-0.07695460928492748,-0.014311086171965817,-0.0407056094657414,-0.6677817072954975,-0.6315178996476306,0.2294945039294624,-0.49433507898091744,0.45880345935516853,0.5840676095744056
116,-0.10013198459442338,-0.16828192414618182,0.09844912673130163,-0.08160941601821417,0.013238786036884456,0.5300840010451219,1.368241430868315,0.05153883446481078,-0.48806853089193614,-0.5489398038576208
117,-0.15206768146360372,-0.3146509355479966,0.13346639439160002,0.3323022607647929,-0.4510979969535731,0.023206048234053284,-0.2995947990560157,0.10776092465962661,-0.6863457055408484,0.33394970495499526
118,-0.20358657138798736,-0.3424392388842039,0.04483971727352859,0.017819828084295608,-0.08663896010300982,-1.0307590558401327,-1.2058557034498902,-0.1507781556296327,0.24177200668359905,-1.6664395036716093
119,-0.2545474446713395,-0.287178703611826,-0.11393056951782823,-0.6480584727925698,0.033974089052209,0.33166554693847883,-0.0339309140076024,0.946166227393808,-0.11201674704755132,-1.0057982860550025
120,-0.30481062110222323,-0.34823086848722407,-0.6307849592932713,0.2812159989517593,-0.40826416685919276,0.29020003701828945,-0.5964918996099389,0.2959180257197652,-1.0434952295501867,-0.39744522188498455
121,-0.3542383328077788,-0.283995207923184,-0.5084876846378278,-0.014359875169101755,-0.018349521107087263,-1.1391766991624432,0.46891977935956103,0.5749328529179172,-0.714315186203359,-0.1523673765940681
122,-0.402695101865913,-0.3525558514956277,-0.7249107441328957,-0.5193042013359979,-1.1475963664349957,-1.4834385473073104,-1.0783467535201705,0.5396327389867712,-0.5755344666023788,0.7736451382481468
123,-0.45004811164083913,-0.3096527756301443,-0.6970200279399584,-0.41746504625418007,-0.02034332928749316,-0.4320499795929484,-0.2721979010083286,0.03437023074964313,1.5698501024955043,0.3737321553623808
124,-0.49616757082420565,-0.27262344209404427,-0.4723739151211026,-0.5499457649390459,-0.7035738741937315,-0.20404043223247786,-0.2590679180494625,-1.4715835300532751,-0.43924081127796055,-1.5776927916203973
125,-0.5409270691841404,-0.44545351911940295,-0.6366170138959495,-0.5716812860947533,-0.46720910350378747,-0.3031049846058833,-1.515307363334631,-1.4227085367442986,-0.374294080288855,-0.8116077558184304
126,-0.584203924046809,-0.6394358161770508,-0.7011758255486811,-0.4712054702328766,-0.2770656784880341,-1.0535490819663196,-0.6073649155404548,-1.1483190559661138,-1.2463065046144575,-1.3301239559713205
127,-0.6258795165611937,-0.6772606574695472,-0.5635292688132175,-0.8538532083148684,-0.3732310166498192,-0.23757965811781934,-0.6186632933403715,1.1558595458615657,-1.5708288630132206,-0.003648448317729036
128,-0.6658396168250248,-0.6752068123539429,-0.5677115672876604,-0.6392433200157704,-0.4924870987451776,-0.27042859322548246,-0.469359065943034,-0.2148460857978981,0.5510585326619389,-0.010092090188067115
129,-0.7039746969810934,-0.6598006916518417,-0.5863295414795051,-0.9602147807894286,-1.0119165260581935,-0.8635798274795785,-0.6180116452889394,-0.48204290551344686,-0.7124364926602597,0.42357597518283074
130,-0.7401802314254079,-0.831177868080459,-0.6438460935088649,-0.6044447428245144,-0.6829971387884216,-0.6793135275051991,-0.5276437665456024,-0.20303341799994323,-1.5791166772074208,-0.7820334781851241
131,-0.774356983304692,-0.8540719156305764,-0.5182613969706145,-0.7595552809097808,-1.0029812282159778,0.21095622889500076,-1.2734246565572973,-0.06988812405553535,-0.04766356002669492,-1.1257117834517856
132,-0.8064112765176229,-0.8246948442717525,-0.876268753944826,-1.0505196467183804,-0.7288586859930037,-0.7856173977634252,-1.816659612452633,-1.521935342084233,-0.41803879450605125,0.704669002168896
133,-0.836255252474588,-0.9387630284335595,-0.786499757026382,-0.722009674708918,-0.9042861602885017,-1.4448660637983466,-1.687062308537644,-0.3938349106903975,-0.2987859822227994,-2.4876405198262885
134,-0.8638071109119022,-0.8258700254745686,-0.6880480750360551,-0.8690480068290074,-1.2666163976708784,-0.22266700730159084,-0.653084381563706,-0.9898847323256366,-0.020529638829549612,-0.558884320737308
135,-0.8889913341007102,-0.980374392954011,-0.7775979358888838,-1.2726843770576117,-1.4561819105386715,-0.6918148319083886,-1.101078480870334,-0.8151202070101897,-0.817147984411358,-0.11135922820890876
136,-0.9117388938357716,-0.9721378420807393,-0.9507300947215563,-0.5530902545792432,-0.7646396234007689,-0.963895370183476,-0.4687406193359767,-0.9316257140931141,-1.414766691939899,-2.360755169571306
137,-0.9319874406370284,-0.8441992203917255,-0.7896253273598299,-1.197349869928079,-0.8783439490112528,-1.0136051318754549,-0.8455616583362484,-0.9982100058964982,1.0340330685822101,-1.3034618599569288
138,-0.9496814746451466,-1.0039835349509485,-0.60291343454229,-0.8158775425040224,-1.184585637149133,-0.05858240638090784,-1.188624845224124,-0.2360417492027006,-0.2313535912246838,-0.9511523086525121
139,-0.9647724977428169,-1.0906377850467948,-0.7438343811504655,-0.37832713052192657,-1.0338252642887202,-1.7558318384199447,-1.0856073508110202,-1.8237692534543444,0.035344830853002884,-2.5570057554087002
140,-0.9772191464846844,-1.0950017086042043,-0.5949363715330205,-1.5550662986350763,-1.11704261032207,-1.21194442058323,-0.9694979611936643,-0.31542607786770704,-1.076942874624602,0.10678658381496708
141,-0.9869873054717104,-0.9688783268619773,-1.0773027204037628,-0.8815991914546049,-0.8935317701341086,-0.810746047876154,-0.7475733126587872,-0.015401975576526561,-1.9373979444220755,-1.1733427085616606
142,-0.9940502008590827,-1.1313670018605708,-1.0229229275915768,0.01133429148640841,-0.3385128919567546,-1.5804088046105544,-0.37269057413904993,-1.6758688889286188,-1.059198977982114,-0.9547403803692948
