,a_0.1,a_0.2,a_0.3,a_0.4,a_0.5,a_0.6,a_0.7,a_0.8,a_0.9
27,4.96377733699032,2.800764406621205,5.561936887852994,7.971279986904287,9.778012072215766,8.175752360986543,13.879003814899654,11.560572282668508,14.573058825210525
28,4.964244402357866,2.800766849701378,5.584357516531897,8.115494456333014,9.836606790296218,8.396752774163778,14.185867851166792,11.92396415578723,15.547745274247061
29,4.96424440235865,3.037611268399255,5.58818587030192,8.156614377022759,10.019577019590082,9.22083947991856,15.042701821309342,12.720203582084524,15.910474510526692
30,4.96802690466496,3.417473714573271,5.773962545979904,8.16642562262008,10.89209815698451,9.723008518602283,15.051739018759575,12.75457729011045,16.10962473852538
31,4.9680269047177,3.5510221181056476,5.774003136626795,8.261857519040761,10.971088716153151,9.74524518348535,15.098307678186893,13.65481092059599,16.14637235881073
32,4.968030781905724,3.567935384696003,5.824258397932191,8.346674494545864,11.020817572872078,10.362633951856987,15.246263139129244,14.319992944515722,16.2244437490119
33,5.065110250683775,3.6035781049252793,5.828770225971388,8.746126968810504,11.361130693246452,10.508289707909848,16.19499011715595,14.714664926566954,16.431709563081856
34,5.162049592463869,3.6041106434593346,6.046861944543254,9.057896919233402,11.86858017651664,10.609896243180284,16.50383838248951,15.033755460992497,17.26778710947418
35,5.162495216579122,3.6850393722747556,6.378544338595378,9.058765165182741,12.24929504047152,10.679785153192736,17.386678847782864,15.96833771066804,17.361811368055744
36,5.162495514184628,4.255399630279778,6.8926668074610085,9.087578687517023,12.823810373032359,11.09000778899999,17.993370471611545,16.79097298328287,18.30088305849853
37,5.162496251245694,4.255399630280025,7.000327215649027,9.0942604912179,13.681166204020231,11.546975203710069,18.08936126318014,17.163760131032916,18.560926258804876
38,5.282356964634007,4.267612056939269,7.431995553060228,9.135228156489239,13.91160866188981,11.572199992812049,18.801732242844686,17.550836595058144,19.080088774310216
39,5.282356964646084,4.267627941858357,7.432293428415448,9.15549531752492,14.160377492897481,11.676530698303614,18.80450786347231,18.08093218641381,19.369583081799238
40,5.28235696467174,4.276194151778562,7.70409928804925,9.575749100449285,14.357724073421881,12.068029721135108,19.625125088120736,19.055564965398695,19.569158640941236
41,5.716999455205267,4.276209703861821,7.715147381123263,10.03236579182777,14.890496237709234,12.136001955440127,20.060085698041153,19.284451890869914,19.724001828693776
42,5.718933795205722,4.276281627242631,7.71514749787646,10.20707115524851,15.090688837028203,12.1957719388534,20.56698659067238,20.258314382416795,20.419648884421747
43,5.899877217438604,4.6391462411738,7.786649980785059,10.209943681576801,15.13135783955142,12.558654422132516,21.285553407025613,20.424246704887057,21.118367650874575
44,5.899898632005949,4.727899064964108,7.859999875270801,10.402258599243797,15.466929595324238,13.543844873565618,21.92305344431839,20.80218103838279,21.319598327628803
45,6.204223916920052,5.526937863455719,8.14843735395369,10.960080744340692,15.481362159210029,13.91427142327976,22.518258265721954,20.860815032945965,21.540170597785593
46,6.214724417993439,5.53093693816934,8.722098380511115,11.154867223096318,16.34029296297428,14.0873083587826,23.158961846429378,21.131401732964722,21.673041081714455
47,6.214725683538625,5.667152161133009,8.72221605357872,11.160327905977242,17.158496117407765,14.087308611649666,23.195648875849965,22.12305940725978,21.8690969307273
48,6.229290301274318,5.779438717153333,8.851477028212537,11.519242365008312,18.150700807274017,14.136075115514055,23.24008045628321,22.476851975142576,22.126877586402895
49,6.237428610816597,5.785307588186326,8.8923429308623,11.525067385480376,18.570694226355613,14.323401455503546,24.022554257255063,23.298534579122638,23.040541326172193
50,6.24468092051983,5.909109655781662,8.977821623449865,11.975945975473648,19.11586126709743,14.958256569258905,24.78330265964944,23.506080369680802,23.932283539655245
51,6.474374496219467,5.939088086287656,8.997317823963998,12.171925020740593,19.5893979145067,15.34242865014214,24.821181589263702,24.35308084014553,24.18201639987235
52,6.474995630976212,6.402779499615909,8.99731958156731,12.185287294770625,20.331989464470233,15.918820040606994,25.315227631222264,24.808859877477857,25.0923379113665
53,7.084230857905437,6.498166547693632,9.309505568583068,12.193497285794615,20.41503772428369,16.495668149448434,25.894884267380412,25.172528066029145,25.60508429192806
54,7.091712320386114,6.549132048196921,9.389957495922644,12.331562112069442,20.594971436964645,16.90057740718831,26.223127021477012,25.41229122527551,25.71711697975189
55,7.095303444674042,6.750720665612488,9.409390489918767,12.684308526229541,21.059672446578443,16.915518914025796,27.099704446985378,25.709671886899784,26.006980555379926
56,7.119283136010593,6.750724686442456,9.409555034751527,12.711208199606386,21.059686470498324,17.499477181514152,27.2838664779427,26.41921666701743,26.539913481416328
57,7.119283136010601,6.84718689528562,9.684765499908112,13.172086440474716,21.083049469809506,18.094215231507686,27.596429911057168,27.24069131704036,27.35900128004514
58,7.366480656176389,6.847213723122343,9.688671164812066,13.193872771805976,21.331713686939516,18.32252846846145,27.784489077295472,27.763131203224695,27.395774071391003
59,7.366576705972423,6.848318274075143,9.688931788674278,13.334428149443188,21.342445862150356,19.07512103347178,28.644067599301447,28.428854425342692,27.608334206759643
60,7.366576705973492,6.929428744983828,9.688947308656749,13.513894656357712,21.59417288136002,19.895733031848767,28.857865667256398,29.27540794616859,27.792073239428472
61,7.366576712504038,6.9694533350849035,10.153526635247685,14.281955626917677,22.20577946326545,20.49137264571642,29.827729309378036,29.47854933150997,28.311170639325237
62,7.3665769266558545,6.969462057342247,10.174729927818602,14.282114546103799,22.74828037994957,20.537772150187187,29.922508284864033,30.20395394170775,29.00568618356979
63,7.366576930878808,7.400662516521681,10.253897662160712,14.786569127880766,22.798476168804573,21.192395466678878,29.924276219238948,30.63252794901903,29.59208362871898
64,7.529607342066089,7.400663964103155,10.491596023302954,15.220005375529487,22.867035930722054,22.02865344304646,29.97116096529114,30.841445546190368,30.090552377463062
65,7.529608944463578,7.40109718926794,10.607828818447748,15.371255747066193,22.90868967332014,22.82498282004417,30.785807026849483,31.64451555495188,30.173310643926527
66,8.135343806235738,7.44702275082046,10.677973488303754,15.830725408051151,23.73909101621575,23.690415124191503,31.030476203652587,31.71446992947794,30.40291090038796
67,8.215054852267272,8.20131357573977,11.174747539671888,15.866922051177045,24.46992622705341,24.50762254650477,31.910340376390327,32.10403215571694,30.739062373935866
68,8.38876119998971,8.256230453843196,11.1757073526036,15.96912559895192,24.50699557820461,25.04373558800533,32.290616339087016,32.11410221611841,31.129007328558604
69,8.38879017217461,9.066408082174645,11.82058194289122,16.511824201210445,25.273282495416552,25.65616524784329,33.02533398037426,32.220665200443506,31.8942016523708
70,8.926015675177604,9.06678199433597,11.93929416379968,16.513631294185693,25.717704686723266,25.669235217278597,33.17409362278817,32.26085219230003,32.110123794098634
71,8.92744806283026,9.08942065100508,11.97287039257548,16.852923264227694,26.088653616564244,25.67196119201746,34.05594693623482,32.838828333366656,32.73102232697998
72,9.684319648732957,10.033395098578369,11.976331142188112,16.940624355884932,26.873766852899365,26.511507437579056,34.306967240023276,33.19965880446843,33.214824423803094
73,9.684319649739034,10.642596725747334,12.043079411051899,17.127181258344294,27.38397383902542,26.511779498713558,34.62469862690018,33.5612546536762,34.12128150410733
74,9.804822204205566,11.392246069526895,12.043436926164224,17.361665746791616,27.711280118820458,26.832654912915224,34.87312982491424,33.76998719530937,34.58781887007113
75,9.804822481388497,11.984416615924436,12.10797108477604,17.4639838073489,27.890953353655018,27.452565834381016,35.843963336357,34.26846121497869,34.72083328862913
76,9.804822521883134,11.987054893133879,12.340125383458904,17.46398380769791,27.988459255601427,27.80481912252757,35.88148014406791,34.63574615123171,35.21670562699541
77,9.989096736529964,12.063108957551012,12.341028668668466,17.69744350477194,28.062326338497556,28.58320747784304,36.196187554705425,35.29971461042144,36.13148747932297
78,10.75806797859566,12.261554421282213,12.971787461077827,18.163020839824206,28.3513048522942,29.45597105253275,36.6062026130527,35.64564342822667,36.23879407530761
79,10.77149574662159,12.302565314364907,13.503477156613606,18.657127601540193,28.47613960006194,29.596397383335717,37.27754119632119,36.02704080859629,36.88931942614884
80,10.778157358031718,12.302565314666017,13.5039897579434,19.440250859635306,28.476280957972904,29.972418774484886,37.369362038584775,36.76143908786523,37.8180028830132
81,10.778157497557816,12.390464663365288,14.10685158717765,19.62958437997117,28.726582511437552,29.975284899142796,37.448850539664264,37.40191716336065,38.006286399639585
82,10.77815749766677,12.397011801372784,14.487303206915234,19.88147666700604,29.14587957767645,30.19601121803953,38.27460612881989,38.12290590347461,38.410574872475564
83,10.778899885517914,12.397011900542665,14.795483844572223,20.110977832499938,29.597796220695912,30.83904368592953,38.33118653063695,38.42152622756783,38.79990279320714
84,10.778918493999258,13.1723022463267,15.613943903726163,20.717259164538056,30.037906410561376,30.90634657249529,38.56151140805505,39.30973377225858,39.28234631089202
85,10.778918497533896,13.172900648653169,16.521623196552923,20.717948458187823,30.830899383589003,31.472388959625345,39.52559455586964,40.024567023781955,40.26359222984654
86,11.01409077598275,13.172938860079043,16.58926814397869,20.868177060523102,31.004716729265773,31.48044186757942,39.60676904830994,40.48109608473298,41.01077405796827
87,11.026614705685581,13.638897380752297,16.600334121034127,21.15942642126217,32.00244883127195,32.12106072598214,39.98538227644327,41.059615369976875,41.517566591310064
88,11.026629163891,13.638897949115224,16.931102688882987,21.161937832892967,32.9790971385632,32.27710545895753,40.90191416220688,41.07331139169476,42.201781234425624
89,11.037629753232755,13.642791263341921,16.98389228156197,21.841881065121402,32.97965691181517,33.192713285696016,40.9113155384116,41.18986907750512,42.90781114189135
90,11.0376317698853,13.830308306471306,17.229601417469535,22.691357947422034,33.506694496327,34.180559598395334,40.91396904794598,41.494560037214505,43.19641794751379
91,11.040719079365557,13.83382172414409,17.419718208527918,22.752573359490064,34.18863697945948,34.18056821143529,41.088372944491674,41.52959943185404,43.57207891976634
92,11.074561625536335,13.852518693548651,17.641080957675197,22.76735607662472,34.382178424195615,34.45887894271483,41.576294793909085,42.331266367846645,44.42125809562158
93,11.074722161545916,13.852521360743454,17.64108095917469,23.144794535772512,34.79965120691935,34.71081359783891,41.70202246086015,42.606267315849635,44.792898070076504
94,11.074722170777196,14.36570927886414,17.6411359388435,23.598645910095776,35.07314816877062,34.88089134212192,42.28078448599075,43.057376890995045,45.58881358767352
95,11.6031947262102,14.365709278864212,17.877063111197963,23.604724791372206,35.10743434993687,35.06403478824221,42.60871051917629,43.3075292256311,46.19108114311006
96,11.603341373217345,14.463245092774086,18.24222436186432,23.710286628190275,35.2534607985313,35.35369955016256,42.88478489767536,43.899525942175025,46.27722362422554
97,11.603515388391626,14.468125911100683,18.980213727747792,24.61035196952669,36.117035224549824,35.71915921174284,43.056006277392136,44.398447121521066,46.932378975549554
98,11.603545191684548,14.46812657431479,18.981038831886607,25.248162117581646,36.13657401135432,35.849658498581825,43.84374894991028,44.42515137032339,47.248986939064245
99,11.603545191769578,14.604262481829585,19.0277692052081,25.46081677276964,36.16550726079229,36.38966363277686,44.27683140042816,45.23254979130956,48.16850935415235
100,11.60354519176958,14.64007489277462,19.277246217440165,25.861775520366894,36.227565548895235,37.279284049953716,44.40418479840691,45.36063803682298,48.84846874684658
101,11.606283373371213,15.309463375439064,19.40234091245387,25.867340475418718,36.98383834662609,37.37423250938902,45.28532863760636,45.516417880738956,48.91122433846444
102,11.61090383436329,15.311936231698452,19.492901282935136,26.122324365241205,37.673575010428586,37.78497975563213,45.76310134773311,46.05890816251541,49.8904337802467
103,11.610903834748544,15.586652831663965,19.51011429502526,26.596436704838,37.93070657627498,37.96033046029177,46.63977150068924,46.10045297561466,50.18474804241994
104,11.61257209496716,15.586652832283944,19.866843154015342,26.62932170538654,38.648241608102545,38.31967432122769,46.76360417027852,46.50162343408433,50.51946311378604
105,11.910337659437184,15.84066157036687,20.16215999244264,27.144720875957397,39.168159204823795,39.013138027297586,46.858981713520286,47.08722693331751,51.4024995519842
106,11.910377778661676,15.842935309721259,20.751815684524793,27.429551604168726,39.8877467811864,39.013679067445096,46.933941524239216,47.59113755433485,52.31343891462352
107,11.910377778661706,15.959253720353573,20.80220906923028,27.459958507926586,39.89309136032655,39.03348338782062,47.53334577623574,47.84532838920734,53.15527668915677
108,11.910383237409352,15.977956758920282,21.48186953769654,27.604793647930602,40.58717274122455,39.96050055910047,48.31295384003752,48.291364193842355,53.29804230544757
109,11.913377633805608,15.993913062567398,21.52320913186912,27.783691457227057,40.607814910546544,40.03849772550831,48.33724036410175,48.293266196663666,54.15040323468478
110,11.967603761751478,16.40811126083897,21.52470063120476,27.784745208712597,40.889325838251516,40.33060468598807,48.82636165079511,48.476727221591034,54.26665984185994
111,12.091009430715676,16.40815313402625,21.61157525893554,28.235697136827856,41.80495425547185,41.01880488111134,49.179199889636884,48.59980948300167,54.90688339438908
112,12.091025060037099,16.568165385811632,22.59544700531339,28.420295703116256,42.412709601887705,41.02069909175447,49.22273078085548,49.05051659361093,55.61837837623635
113,12.091025060037154,16.56898040068351,23.227774574419747,28.441773764835904,43.02280493779501,41.26670966534402,49.80296018656395,49.9206823575493,56.47072815288848
114,12.091721549198363,16.56898172099682,23.22777457443648,28.442135528955962,43.74124813590503,41.30263890251994,50.03570598573826,50.300729150950986,56.78883783606436
115,12.148994689585269,16.582128599304056,23.227779059501465,28.906825517488464,44.35593172227173,41.90899637814083,50.75805198358428,50.83157479576377,56.924588486369736
116,12.150943652957103,16.587713101035092,23.335152467527244,28.923272933791047,44.48386288779575,41.98413184238973,51.110845116686484,50.985764196976874,57.773990138919515
117,12.161787840361605,16.587946501992484,23.335182844625905,29.73973009290885,45.358822372735645,42.15761468305291,52.02456554002842,51.13892413246965,58.26122053695594
118,12.468590061847943,16.733209885406207,23.481324284379838,30.271173928443268,45.959328116351045,42.638228424460564,52.88116032622099,51.81885386713396,58.46627004946444
119,12.511365844135451,16.759110842934327,23.867748865742044,30.7642713549945,45.95989027617197,42.838934407380975,53.4321775947082,52.2489450588061,59.39004390277406
120,12.51145206104813,17.13536593564175,23.896906326224634,31.389617861894976,46.057693483764,42.910418658660554,53.43276583042247,52.634391445805214,59.64058977261488
121,12.511534367263364,17.337109359142836,24.856590619888426,31.423963442801497,46.91922862186742,43.68189531539574,53.902182959946934,53.022091851313554,59.70674884594741
122,12.900621189951874,17.33711041486144,25.22427870981118,32.169511243726205,47.086772168607204,44.13944191305401,54.62507268410433,53.033943887205965,59.962681366067486
123,12.914650766999669,17.34643368099994,25.297347351828446,32.17216389366465,47.58445367707871,44.77149228527551,54.911199120688806,53.11886758621764,60.829534636362894
124,12.924618847006276,17.346436523187812,25.61434352310509,32.41410570139755,48.51841049057444,45.69294161303892,55.25157533489514,54.01891847686463,61.60783537315015
125,12.924658623825357,17.35048280287724,25.65904686868092,32.87738090254919,49.35682111491766,46.03689385448389,55.856003979460674,54.03930795567356,62.59313594103804
126,12.924731619563532,17.951053185494224,26.65524060691379,32.880355534265675,50.0897661851639,46.66695402905332,56.47049171592025,54.708840796038,63.14516805796551
127,13.418727161871741,17.961676052841163,26.664568057557698,32.88245987403831,50.802422587469266,47.24705571485266,57.13402335950597,55.451494226839635,63.34650024964013
128,13.41891801655807,18.093163126296094,27.455984336905654,32.89069112674484,50.944427213543285,47.540356311389225,58.07392060874871,56.155983114043295,63.436035726018595
129,13.56762958762899,18.148260976792404,28.03525949986013,32.8921402137077,51.317419507181796,48.208795880955414,58.406321674150824,56.58641668169229,64.26935690888133
130,13.569788013676979,18.148304010005106,28.809532994205444,33.34664776057767,51.80154356219364,49.08940351607175,59.19557472228592,56.69420188100923,64.27916124922979
131,13.569788013676986,18.399215974601542,29.32001706368304,33.37341284714851,52.73828171838248,49.30277463993746,59.4053951910772,57.335116386037896,65.07355815766103
132,13.569788017842313,18.39948843997441,30.141600065539333,34.29975795582681,53.34606444904714,49.33015753645307,59.57740935451456,57.430417521970746,66.05338347567454
133,13.56983129000207,18.39953579506763,30.256395280881556,34.475420409810894,53.80911119360729,49.519883658255004,59.64430676724108,58.01371652565583,66.98361714629964
134,13.597968993495863,18.733406299293748,31.252668553125805,34.58669625053123,54.07160969519967,49.80249309353324,60.487706852822775,58.84350805413688,67.94175919370682
135,13.597969004738848,18.743870903707126,31.41052515389364,35.38670021271316,54.26753351869281,50.65789020875858,61.25340249221998,58.93654949984828,68.73801107555904
136,13.597970309697807,18.7712496324141,31.789132000547404,35.386763004709756,54.44579423529123,50.89429030497845,61.86449124458145,59.596202899180234,69.35490927642502
137,13.598067445288775,19.18313552101825,31.863607790180197,35.63179376001231,54.68459195095082,50.920014260935794,62.54644002194443,60.29538444961057,70.11655635854927
138,13.598067445288953,19.183368685393642,31.96608839791122,35.65126921916577,54.741519713575975,51.79504229270384,63.09623569437504,60.647482465290835,70.98647836416967
139,13.59816792922241,19.186256585521157,31.967729072907485,35.857531902471834,55.38085112034891,51.879588645835966,63.57963634904813,61.56932823094199,71.86071176809267
140,13.598167929222413,19.357857168974075,32.6824509521418,36.04785049761846,55.4279498872662,51.89293047013962,64.42126209402086,62.15893417727107,72.61559704511575
141,13.60360593825879,19.40291308338697,33.57871141490006,36.46765796802216,55.429614077390134,52.2634604942968,64.89103974624534,62.84144523678319,73.13830631263255
142,13.603868662483022,19.528544471173415,33.578718127485914,36.525287089757214,55.43439203271371,52.49917496919761,65.80775863706435,63.72004979326114,73.5317537507855
143,13.61570498401827,19.554871596374895,33.76470254781437,37.25736170169235,55.46478385005989,52.51059953202373,66.05092787949874,63.91620210822698,74.15016198062303
144,13.615704984018311,19.595494180946893,33.85161656000428,37.84032616095093,56.425038974625316,53.50832624116106,66.10738742723359,63.981190058569595,74.48452331839424
145,13.615764196028337,20.339824189353774,33.86789142012147,37.84642666322335,56.72300475855409,54.31485359601909,66.20801960683372,64.15853548542378,75.47001683727292
146,13.664739937440988,20.442937467304787,33.86849800792807,38.79461743095122,56.89413296672798,54.322629486705786,66.28756810254717,64.6178296144751,76.10775488328059
147,13.666709115763718,20.443027665050977,33.924430764943864,39.503935792007795,57.33115810369755,54.42316127102506,66.64710775329948,64.65435305637229,76.125709261462
148,13.68417553214377,20.579893202258393,33.997893833407126,39.59603629959918,57.66454587268991,54.81633899266928,67.12625703341666,65.18185259816168,76.95730646082471
149,13.771768332659418,20.58040962761616,34.82600336128807,40.57530521810109,58.23294942547402,55.307597781937666,67.18006044889337,65.91675500570743,77.87805522168082
150,13.809406022754745,20.601882354073293,35.32837490298667,41.563744861493355,58.45560777082701,55.326849925425435,67.3756943448782,66.53054468408418,78.69739473109317
151,13.809406028730763,20.60836257258438,35.388850100593416,41.780132225283985,58.52650792263841,55.7001739592575,67.92456857578001,66.97759414611059,79.2566202278703
152,13.946304855388728,20.608590459489346,35.38885880467449,41.82940261222746,58.732939824233355,56.67298810429248,68.82201124605223,67.41749443070222,79.69297250423298
153,13.946485529895684,21.17753772395205,36.322425089382854,42.70223312104543,58.733997728514865,56.84784978064372,68.96098770662101,67.62678161933322,80.05988722272507
154,14.32750784837802,21.463240886791734,36.32242749652058,42.92390756310689,58.84331929874834,56.95398787482476,69.0158597338783,68.38192227571503,80.17774427969054
155,14.327510477829966,21.466694548384254,37.02578820415408,43.2347392545447,59.50096443395883,57.48250136991701,69.17740984792923,68.64639345884794,80.37364765662475
156,14.330649738281053,21.554769928325904,37.02893794046409,43.33189584015426,59.82749507097746,57.50602084761948,69.7818029275683,69.09247693856504,81.00832460172404
157,14.445304461627039,21.62243394929373,37.02913316912997,44.20628662414474,59.83345392309915,58.20799634717669,70.27796934702964,69.28498302889102,81.41962496937222
158,14.45206925178372,21.805783813971424,37.13483538112108,44.65134540854612,60.14118610898723,58.26511530446196,70.2956895569882,69.8652865638246,81.90611603742617
159,14.452526708616936,22.78725966740077,38.084668157867235,45.19047777396602,60.57125728764413,58.49255895813329,71.03733077029304,70.50429677158496,82.03159794905189
160,14.53708122022809,22.830655971134714,38.71853404048819,45.19346544409654,60.57220669061208,58.52184232048659,71.06447672558174,71.15242271964775,82.48465805725435
161,14.537081233815215,23.09821821125951,38.7186712947099,45.59686627990947,60.914794049292105,58.54277866614464,71.96970684245082,71.60852464089857,82.79086531748484
162,14.537257700466071,23.098824501770174,38.79546138158175,45.72694808313115,61.29972075094217,58.817170500671516,72.5066143260324,71.71437805819326,83.5466393428209
163,14.53725787798896,23.185508602041374,39.34091943570855,46.224797792290545,61.6624242280114,59.171185924801435,72.52089228134723,71.78969085877839,84.31238086935575
164,14.537372014790265,23.18599114342919,39.36581119075212,46.366949057248085,62.380302852942854,59.25808129424842,73.21099064093143,71.79994647694522,85.2226278695065
165,14.55231159343041,23.233476365504732,39.511800762312554,47.150910294033885,62.63598817622374,59.4015741753806,73.44785524897584,72.1481242089103,85.69632431911678
166,14.561317101360958,23.729979606992224,39.860536374932394,47.439196938410284,63.19288424730088,59.647804198743884,73.76074227556956,72.4712941620171,86.5702266913168
167,14.561789948643414,23.73685343011511,40.755942349320755,47.444205469323315,63.86110362846953,60.420219796080346,73.77695748130748,73.16055737903822,87.00674204989708
168,14.561789994292722,23.768760608455967,40.75688907870734,48.36392925330462,63.97506761732036,61.3883160279399,74.04564061539367,73.61879677200437,87.18307329253904
169,14.561790999627478,23.768908346608082,41.46016947790333,49.33287698735918,64.22367142673767,62.12358950159888,74.53444932254969,74.1727230667641,87.47014356429231
170,14.632444812713942,24.40567606241659,41.460170294832736,49.84370906472964,65.11847870382243,62.615314144996034,74.5562268710151,74.49794599346387,87.72102479390283
171,14.632444999925463,24.408818492896753,42.17291475932369,50.657483039852174,66.07757697650942,63.376014907326805,75.08160803322411,74.90050350637082,88.18932569418271
172,14.63244530951634,24.459466021704905,42.17824044810221,50.658957420128665,66.36192092152747,63.90345433101527,76.07518442362704,75.84054782779275,88.46376307733436
173,15.44637415886771,24.56388504803992,42.21212865383786,50.68172311169744,66.82353779058478,63.90471860752552,76.13499369779481,76.15879282029803,88.9977957169988
174,15.447307007875663,25.122032149235874,42.21253768902819,51.23984021718103,66.97436625365127,64.5054573111559,77.00467172446712,76.45361232681329,89.06001543779834
175,15.502491829929989,25.447659377690343,42.56411774115324,51.35664077566288,67.02472013483379,64.88605244418072,77.36411898478897,76.51983692703904,90.05230912193592
176,15.50249209635481,25.82565021247254,42.83971525962905,52.06847570894937,67.0823074986868,65.60503103652422,77.66164951337072,77.02150819354131,90.3899240732506
177,15.502492097008613,26.030468051342165,42.84592997355257,52.16728357932891,67.62628044728221,65.92384064033583,78.17057879931465,77.2624647077254,90.56684276103219
178,15.502494349439301,26.533904867458137,42.877383107863,52.36845981397074,68.37222137016083,66.75328825315674,79.13768979097843,77.3737080662767,91.20739776701609
179,15.502498752348613,26.652023109212088,43.66424793644179,52.974816636379835,68.80952856269518,66.75338848212357,79.7256198571073,77.73857568607839,91.33462002260437
180,15.502498815484072,26.65212404179217,43.824581513902004,52.9779625017383,68.83095426079485,67.16555068252784,79.98474445026056,77.93575163066818,91.86987569323834
181,15.593443896709873,26.65213068697688,44.113109201090786,53.335454405350866,68.88145930788045,67.96507564316774,80.67979417098492,77.96461821214778,92.85197442475305
182,15.593838769096344,27.24778354725808,44.63833031450957,53.33545616850299,69.10936340265596,68.95332938156719,81.48375241597438,78.73311473391327,93.28689910120627
183,15.595092500777513,27.602656037727858,44.969809046339165,53.3397556190331,69.20604861185683,69.46707008193754,81.84759018877428,79.37188892506052,94.17878273910225
184,15.595117621051617,27.775938792638968,44.96981359808422,53.38952670142258,69.89406620696559,69.47973155862498,82.69616770803061,79.54440642361202,94.29542059537683
185,15.626007756674147,28.219944587747268,45.772186612286674,53.43032363156474,69.9013236270739,69.48579309595365,82.92848455292976,79.6046339960784,95.00678589237774
